user_id,transaction_date,transaction_amount,transaction_type
8f15ba58-fce6-4504-87f8-424daae65fc1,2024-10-03,145.43,chest_offer
d0a44432-9cd6-4852-b14c-7df4e4347d51,2024-07-23,107.33,pass_royale
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,2024-12-18,136.58,gem_pack
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2024-07-28,40.83,gem_pack
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,2024-07-17,133.02,pass_royale
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,2024-12-16,184.12,pass_royale
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2024-04-18,27.53,gem_pack
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2024-09-26,48.0,chest_offer
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,2024-06-12,73.2,gem_pack
d6d7b3b8-3309-4d35-bf4d-f561f319c125,2024-08-08,149.03,gem_pack
770c7798-37cc-463b-b2a0-345990604f62,2024-10-30,182.07,chest_offer
9793b9b4-1374-4146-b2c5-bd89b70b3420,2024-06-18,114.9,pass_royale
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,2024-03-19,220.53,gem_pack
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2024-12-09,33.42,gem_pack
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2024-12-04,71.6,gem_pack
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2024-11-11,73.22,chest_offer
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,2024-11-04,0.99,chest_offer
c01f36bf-3e6d-458b-b367-c28de1b294de,2024-10-30,221.91,pass_royale
8e485223-46b9-4991-a14e-b70db380c73a,2024-12-16,19.37,pass_royale
8e485223-46b9-4991-a14e-b70db380c73a,2024-12-24,58.25,gem_pack
8e485223-46b9-4991-a14e-b70db380c73a,2024-12-12,29.42,gem_pack
8e485223-46b9-4991-a14e-b70db380c73a,2024-12-16,16.41,gem_pack
98c7472a-864e-4a13-829c-fc0cfa02eaec,2024-10-17,133.32,chest_offer
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,2024-08-27,141.94,pass_royale
b540b30e-039f-4a25-8d61-68bd2defe193,2024-12-14,96.4,evo_shards
b540b30e-039f-4a25-8d61-68bd2defe193,2024-07-29,115.19,gem_pack
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,2024-12-27,49.16,chest_offer
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,2024-12-30,30.54,chest_offer
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,2024-12-30,60.44,chest_offer
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,2024-12-27,98.55,gem_pack
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,2024-12-30,0.99,gem_pack
a34b6cf6-2053-4a42-b1af-db65b289f224,2024-12-26,54.63,gem_pack
a34b6cf6-2053-4a42-b1af-db65b289f224,2024-06-28,48.46,chest_offer
a34b6cf6-2053-4a42-b1af-db65b289f224,2024-10-11,78.29,gem_pack
a34b6cf6-2053-4a42-b1af-db65b289f224,2024-11-21,0.99,gem_pack
5738811d-70c2-403f-ba8d-03aa782a65e0,2024-12-17,42.49,pass_royale
5738811d-70c2-403f-ba8d-03aa782a65e0,2024-09-27,57.02,gem_pack
5738811d-70c2-403f-ba8d-03aa782a65e0,2024-10-05,113.21,gem_pack
7de31a51-6694-4343-90ba-58e3d2762bdc,2024-11-08,33.25,evo_shards
7de31a51-6694-4343-90ba-58e3d2762bdc,2024-07-30,55.48,pass_royale
7de31a51-6694-4343-90ba-58e3d2762bdc,2024-10-17,56.99,evo_shards
7de31a51-6694-4343-90ba-58e3d2762bdc,2024-11-20,13.92,gem_pack
afbb411a-a123-4a8c-93b7-a88612f70c97,2024-09-23,57.15,gem_pack
afbb411a-a123-4a8c-93b7-a88612f70c97,2024-07-11,33.26,pass_royale
afbb411a-a123-4a8c-93b7-a88612f70c97,2024-09-29,43.66,evo_shards
afbb411a-a123-4a8c-93b7-a88612f70c97,2024-08-10,51.39,gem_pack
afbb411a-a123-4a8c-93b7-a88612f70c97,2024-10-03,0.99,pass_royale
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,2024-08-06,83.41,chest_offer
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,2024-08-16,92.07,gem_pack
085b15fb-4a8f-4810-b84c-2f29980402a2,2024-09-14,66.68,pass_royale
085b15fb-4a8f-4810-b84c-2f29980402a2,2024-06-24,50.13,evo_shards
085b15fb-4a8f-4810-b84c-2f29980402a2,2024-12-08,35.41,gem_pack
96fc734d-a003-4d28-8a8f-3653c9af18f8,2024-10-29,253.56,gem_pack
670acc5c-b321-4f21-8dd8-eb85b04d3376,2024-10-11,68.51,gem_pack
670acc5c-b321-4f21-8dd8-eb85b04d3376,2024-04-05,74.16,gem_pack
670acc5c-b321-4f21-8dd8-eb85b04d3376,2024-11-23,60.47,gem_pack
670acc5c-b321-4f21-8dd8-eb85b04d3376,2024-12-11,46.59,pass_royale
670acc5c-b321-4f21-8dd8-eb85b04d3376,2024-05-24,0.99,chest_offer
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,2024-11-17,27.69,gem_pack
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,2024-12-30,45.73,chest_offer
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,2024-11-23,72.33,gem_pack
964db03f-9340-4fad-9c4a-d56bd6016237,2024-08-13,27.77,chest_offer
964db03f-9340-4fad-9c4a-d56bd6016237,2024-09-24,16.69,gem_pack
964db03f-9340-4fad-9c4a-d56bd6016237,2024-09-18,32.2,pass_royale
964db03f-9340-4fad-9c4a-d56bd6016237,2024-12-03,24.92,chest_offer
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,2024-08-29,65.44,gem_pack
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,2024-08-12,76.27,gem_pack
785299f4-175b-498d-b814-01027de1bdfe,2024-05-20,166.54,pass_royale
668409e3-f1f8-443e-a99f-131849c8a43f,2024-10-26,177.98,gem_pack
de8ede0b-a85c-4e4a-804b-6fabfcf56188,2024-12-17,153.76,chest_offer
03802b70-8d03-491e-8f8d-5238288b78b5,2024-11-13,27.92,gem_pack
03802b70-8d03-491e-8f8d-5238288b78b5,2024-09-24,56.15,evo_shards
03802b70-8d03-491e-8f8d-5238288b78b5,2024-11-21,53.62,chest_offer
03802b70-8d03-491e-8f8d-5238288b78b5,2024-12-30,42.68,gem_pack
03802b70-8d03-491e-8f8d-5238288b78b5,2024-10-21,0.99,pass_royale
3985fb62-17dc-4eff-a872-13f98d605936,2024-11-26,31.01,gem_pack
3985fb62-17dc-4eff-a872-13f98d605936,2024-10-14,46.43,chest_offer
3985fb62-17dc-4eff-a872-13f98d605936,2024-10-29,41.47,gem_pack
3985fb62-17dc-4eff-a872-13f98d605936,2024-10-08,50.23,gem_pack
3985fb62-17dc-4eff-a872-13f98d605936,2024-10-20,0.99,gem_pack
11df12d7-dd30-4e89-a2f2-35f2e11b868d,2024-11-06,56.45,gem_pack
11df12d7-dd30-4e89-a2f2-35f2e11b868d,2024-12-05,76.38,evo_shards
c9a7d91f-ef2a-4713-9702-10496a39aaa6,2024-11-23,127.64,chest_offer
d664d264-4c6e-47ff-b9de-7a3a486822b9,2024-10-06,235.11,gem_pack
7250ee18-260a-4962-9d81-b7f57d5911c6,2024-06-06,160.79,gem_pack
db23aa8c-3bca-4f85-a20a-60ac9261549d,2024-11-10,102.74,chest_offer
db23aa8c-3bca-4f85-a20a-60ac9261549d,2024-11-22,96.95,evo_shards
db23aa8c-3bca-4f85-a20a-60ac9261549d,2024-12-25,83.79,gem_pack
db23aa8c-3bca-4f85-a20a-60ac9261549d,2024-12-28,0.99,pass_royale
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-08-28,62.89,pass_royale
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-10-14,36.15,pass_royale
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-09-08,37.07,gem_pack
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-09-16,81.62,gem_pack
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-08-08,0.99,gem_pack
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,2024-05-10,132.25,evo_shards
def57689-68f4-4bce-a4e7-5e8eb8f21423,2024-10-08,140.79,chest_offer
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,2024-02-27,75.93,pass_royale
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,2024-06-21,72.86,pass_royale
771ad655-cdfc-4ee0-a61e-de900267deb3,2024-12-26,48.04,chest_offer
771ad655-cdfc-4ee0-a61e-de900267deb3,2024-12-29,42.98,pass_royale
771ad655-cdfc-4ee0-a61e-de900267deb3,2024-12-17,58.76,gem_pack
771ad655-cdfc-4ee0-a61e-de900267deb3,2024-12-17,55.35,pass_royale
771ad655-cdfc-4ee0-a61e-de900267deb3,2024-12-25,0.99,gem_pack
4bbe4aff-9326-4ffd-9be4-bf5192698698,2024-07-28,185.18,chest_offer
a0a11839-e745-4704-98df-bc3ca0d4de3d,2024-12-11,38.73,gem_pack
a0a11839-e745-4704-98df-bc3ca0d4de3d,2024-12-28,87.72,gem_pack
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,2024-12-02,45.06,gem_pack
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,2024-11-15,38.95,gem_pack
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,2024-11-18,33.4,gem_pack
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,2024-09-19,3.47,gem_pack
c958e75e-21d5-4971-b367-49b52cf6bf75,2024-11-28,40.45,chest_offer
c958e75e-21d5-4971-b367-49b52cf6bf75,2024-11-23,41.27,chest_offer
c958e75e-21d5-4971-b367-49b52cf6bf75,2024-11-24,68.26,evo_shards
c958e75e-21d5-4971-b367-49b52cf6bf75,2024-09-19,64.46,gem_pack
c958e75e-21d5-4971-b367-49b52cf6bf75,2024-12-17,0.99,evo_shards
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,2024-12-28,195.25,gem_pack
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,2024-02-25,180.65,pass_royale
ad238d36-dc32-4c97-b9c1-e262f76c8ede,2024-09-12,86.29,gem_pack
ad238d36-dc32-4c97-b9c1-e262f76c8ede,2024-10-11,186.88,chest_offer
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,2024-09-27,119.05,evo_shards
618ae305-95a5-4afa-831d-029fac1e86d8,2024-02-01,73.98,pass_royale
618ae305-95a5-4afa-831d-029fac1e86d8,2024-02-20,36.84,pass_royale
618ae305-95a5-4afa-831d-029fac1e86d8,2024-09-07,57.7,gem_pack
618ae305-95a5-4afa-831d-029fac1e86d8,2024-06-12,70.19,gem_pack
618ae305-95a5-4afa-831d-029fac1e86d8,2024-06-03,0.99,chest_offer
9c2e58de-ea4e-4617-93f8-382b8fb864e4,2024-12-14,27.03,pass_royale
9c2e58de-ea4e-4617-93f8-382b8fb864e4,2024-12-17,42.73,gem_pack
9c2e58de-ea4e-4617-93f8-382b8fb864e4,2024-08-08,42.32,chest_offer
9c2e58de-ea4e-4617-93f8-382b8fb864e4,2024-09-26,24.29,gem_pack
9c2e58de-ea4e-4617-93f8-382b8fb864e4,2024-12-18,0.99,chest_offer
0986bbeb-f23e-423d-8b9b-d93423c86d30,2024-11-24,70.07,pass_royale
0986bbeb-f23e-423d-8b9b-d93423c86d30,2024-11-24,73.21,gem_pack
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2024-09-05,27.24,chest_offer
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2024-10-06,56.45,gem_pack
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2024-10-29,43.92,chest_offer
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2024-05-07,46.97,evo_shards
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2024-12-26,0.99,gem_pack
a5135ea0-fa53-434d-a6d5-901d8b621d41,2024-11-16,141.19,pass_royale
46a02a9b-65ec-4acd-8f80-35f55bd20c98,2024-09-10,36.24,gem_pack
46a02a9b-65ec-4acd-8f80-35f55bd20c98,2024-12-08,44.96,gem_pack
46a02a9b-65ec-4acd-8f80-35f55bd20c98,2024-05-24,82.44,pass_royale
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,2024-04-14,131.49,gem_pack
a3b5cece-a446-4e72-b64c-911aa9ab364a,2024-08-25,153.57,gem_pack
34885a46-9088-4eaf-8977-6598203c8c25,2024-09-27,44.33,gem_pack
34885a46-9088-4eaf-8977-6598203c8c25,2024-11-21,42.89,gem_pack
34885a46-9088-4eaf-8977-6598203c8c25,2024-05-05,17.84,pass_royale
34885a46-9088-4eaf-8977-6598203c8c25,2024-11-28,25.91,evo_shards
34885a46-9088-4eaf-8977-6598203c8c25,2024-07-09,0.99,gem_pack
8de08fc2-c3e1-4a85-946e-f10411906f50,2024-05-06,129.78,gem_pack
8a4b8f7c-2147-4a15-bcce-96f6250a4578,2024-12-30,194.26,pass_royale
97fa7f04-8363-4007-9cae-9610c72c1fe3,2024-05-21,125.92,gem_pack
a8addf36-ddf2-45eb-a8a3-f341c8819065,2024-10-27,134.96,gem_pack
25f934bf-9bb9-4155-9275-eb9414aeaf5c,2024-06-13,28.95,gem_pack
25f934bf-9bb9-4155-9275-eb9414aeaf5c,2024-09-20,145.74,evo_shards
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,2024-07-15,135.28,chest_offer
4140752c-aa44-4259-9001-8b7b6d4067f4,2024-12-16,271.58,evo_shards
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-11-10,67.81,pass_royale
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-04-07,56.41,chest_offer
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-05-12,40.39,pass_royale
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-07-25,60.62,gem_pack
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-12-23,0.99,gem_pack
692ac139-1f4a-4ca1-ab85-fd595463adc7,2024-06-16,254.7,gem_pack
ea74bb18-de3b-496f-ac45-96f6c012a0ff,2024-10-26,38.51,gem_pack
ea74bb18-de3b-496f-ac45-96f6c012a0ff,2024-11-22,91.52,gem_pack
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2024-12-14,50.75,chest_offer
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2024-12-20,40.09,chest_offer
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2024-09-10,62.39,evo_shards
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2024-08-03,86.32,pass_royale
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2024-09-24,0.99,gem_pack
a847bce7-90fa-4b57-a4ac-2130deaf528d,2024-10-24,55.17,chest_offer
a847bce7-90fa-4b57-a4ac-2130deaf528d,2024-12-11,64.26,pass_royale
a847bce7-90fa-4b57-a4ac-2130deaf528d,2024-10-28,70.3,chest_offer
a847bce7-90fa-4b57-a4ac-2130deaf528d,2024-10-31,0.99,pass_royale
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2024-10-26,140.74,gem_pack
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2024-10-31,107.7,pass_royale
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2024-11-08,40.75,gem_pack
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2024-12-20,125.59,pass_royale
177d6e7e-07d9-44ce-b8c8-8faea2178f84,2024-12-28,0.99,gem_pack
604e46cb-3712-42d1-87cd-b6a1bf012e32,2024-12-21,146.58,gem_pack
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,2024-11-08,123.96,gem_pack
9b69554d-7c54-435f-ac8c-3b6aa974d079,2024-08-29,207.37,pass_royale
86e52753-7c93-46cc-97d7-a560adb14670,2024-10-21,33.28,pass_royale
86e52753-7c93-46cc-97d7-a560adb14670,2024-09-16,59.27,evo_shards
86e52753-7c93-46cc-97d7-a560adb14670,2024-09-22,38.72,chest_offer
86e52753-7c93-46cc-97d7-a560adb14670,2024-12-18,63.4,evo_shards
86e52753-7c93-46cc-97d7-a560adb14670,2024-12-08,0.99,pass_royale
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,2024-12-21,177.88,gem_pack
1422373f-8622-48d1-a683-e10796c044d0,2024-12-30,130.76,gem_pack
